person_cluster,area_name,mentions,poems
Martin / Mart / Märt,Kuolemajärvi,2,1
Martin / Mart / Märt,Kursi,6,4
Martin / Mart / Märt,Kuusalu,28,11
Martin / Mart / Märt,Käina,3,3
Martin / Mart / Märt,Kärla,3,2
Martin / Mart / Märt,Kõpu,18,7
Martin / Mart / Märt,Laiuse,22,9
Martin / Mart / Märt,Lempaala,2,1
Martin / Mart / Märt,Loppi,1,1
Martin / Mart / Märt,Lääne-Nigula,3,3
Martin / Mart / Märt,Lüganuse,11,4
Martin / Mart / Märt,Maarja-Magdaleena,9,3
Martin / Mart / Märt,Martna,8,2
Martin / Mart / Märt,Metsäpirtti,1,1
Martin / Mart / Märt,Mihkli,29,4
Martin / Mart / Märt,Muhos,1,1
Martin / Mart / Märt,Mustjala,4,2
Martin / Mart / Märt,Mäntyharju,1,1
Martin / Mart / Märt,Märjamaa,23,6
Martin / Mart / Märt,Narvusi,5,3
Martin / Mart / Märt,Nissi,2,1
Martin / Mart / Märt,Nurmes,2,2
Martin / Mart / Märt,Nõo,16,2
Martin / Mart / Märt,Orimattila,1,1
Martin / Mart / Märt,Paide,3,2
Martin / Mart / Märt,Paistu,152,9
Martin / Mart / Märt,Palamuse,70,7
Martin / Mart / Märt,Paltamo,1,1
Martin / Mart / Märt,Peetri,9,7
Martin / Mart / Märt,Pielavesi,1,1
Martin / Mart / Märt,Pihtipudas,1,1
Martin / Mart / Märt,Piippola,1,1
Martin / Mart / Märt,Pilistvere,40,9
Martin / Mart / Märt,Pudasjärvi,2,2
Martin / Mart / Märt,Puhja,20,2
Martin / Mart / Märt,Puolanka,1,1
Martin / Mart / Märt,Pusula,1,1
Martin / Mart / Märt,Puumala,1,1
Martin / Mart / Märt,Pyhäjärvi Ol.,1,1
Martin / Mart / Märt,Pyhäjärvi Vpl.,2,1
Martin / Mart / Märt,Pärnu,61,10
Martin / Mart / Märt,Pärnu-Jaagupi,54,16
Martin / Mart / Märt,Põltsamaa,25,9
Martin / Mart / Märt,Põlva,6,3
Martin / Mart / Märt,Pöide,8,5
Martin / Mart / Märt,Pühalepa,1,1
Martin / Mart / Märt,Rakvere,5,3
Martin / Mart / Märt,Rannu,7,1
Martin / Mart / Märt,Rapla,19,2
Martin / Mart / Märt,Reigi,4,2
Martin / Mart / Märt,Ridala,16,2
Martin / Mart / Märt,Risti,1,1
Martin / Mart / Märt,Räpina,22,5
Martin / Mart / Märt,Rõngu,95,3
Martin / Mart / Märt,Saarde,85,15
Martin / Mart / Märt,Sangaste,17,5
Martin / Mart / Märt,Serepetta,1,1
Martin / Mart / Märt,Setumaa,11,3
Martin / Mart / Märt,Simuna,11,2
Martin / Mart / Märt,Suure-Jaani,152,16
Martin / Mart / Märt,Tartu-Maarja,14,5
Martin / Mart / Märt,Tarvastu,188,11
Martin / Mart / Märt,Tervo,1,1
Martin / Mart / Märt,Teuva,1,1
Martin / Mart / Märt,Toksova,1,1
Martin / Mart / Märt,Tori,75,12
Martin / Mart / Märt,Torma,201,5
Martin / Mart / Märt,Tytärsaari,2,1
Martin / Mart / Märt,Tõstamaa,62,11
Martin / Mart / Märt,Türi,18,6
Martin / Mart / Märt,Urvaste,80,11
Martin / Mart / Märt,Vaivara,9,4
Martin / Mart / Märt,Valtimo,1,1
Martin / Mart / Märt,Varbla,60,6
Martin / Mart / Märt,Vieremä,2,2
Martin / Mart / Märt,Vigala,33,6
Martin / Mart / Märt,Viitasaari,1,1
Martin / Mart / Märt,Viljandi,64,7
Martin / Mart / Märt,Viru-Jaagupi,21,4
Martin / Mart / Märt,Viru-Nigula,37,12
Martin / Mart / Märt,Vuole,1,1
Martin / Mart / Märt,Väike-Maarja,57,13
Martin / Mart / Märt,Vändra,98,13
Martin / Mart / Märt,Võnnu,30,4
Martin / Mart / Märt,Äksi,44,4
Mary / Maria / Maarja / Mari,Alastaro,2,1
Mary / Maria / Maarja / Mari,Alatornio,6,6
Mary / Maria / Maarja / Mari,Alavus,4,3
Mary / Maria / Maarja / Mari,Ambla,21,18
Mary / Maria / Maarja / Mari,Anttola,1,1
Mary / Maria / Maarja / Mari,Asikkala,10,10
Mary / Maria / Maarja / Mari,Audru,17,8
Mary / Maria / Maarja / Mari,Brandval,4,2
Mary / Maria / Maarja / Mari,Emmaste,1,1
Mary / Maria / Maarja / Mari,Eno,2,2
Mary / Maria / Maarja / Mari,Enontekiö,1,1
Mary / Maria / Maarja / Mari,Eräjärvi,2,2
Mary / Maria / Maarja / Mari,Evijärvi,1,1
Mary / Maria / Maarja / Mari,Forssa,1,1
Mary / Maria / Maarja / Mari,Grue Finnskog,1,1
Mary / Maria / Maarja / Mari,Hageri,1,1
Mary / Maria / Maarja / Mari,Hailuoto,3,2
Mary / Maria / Maarja / Mari,Halikko,2,2
Mary / Maria / Maarja / Mari,Haljala,117,79
Mary / Maria / Maarja / Mari,Halliste,67,47
Mary / Maria / Maarja / Mari,Hanila,8,8
Mary / Maria / Maarja / Mari,Hargla,28,21
Mary / Maria / Maarja / Mari,Harju-Jaani,31,20
Mary / Maria / Maarja / Mari,Harju-Madise,3,2
Mary / Maria / Maarja / Mari,Harlu,2,2
Mary / Maria / Maarja / Mari,Hartola,1,1
Mary / Maria / Maarja / Mari,Hattula,10,8
Mary / Maria / Maarja / Mari,Hauho,5,5
Mary / Maria / Maarja / Mari,Haukivuori,1,1
Mary / Maria / Maarja / Mari,Hausjärvi,4,4
Mary / Maria / Maarja / Mari,Heinjoki,1,1
Mary / Maria / Maarja / Mari,Heinävesi,1,1
Mary / Maria / Maarja / Mari,Helme,65,44
Mary / Maria / Maarja / Mari,Hietamäki,2,2
Mary / Maria / Maarja / Mari,Hiitola,1,1
Mary / Maria / Maarja / Mari,Hirvensalmi,1,1
Mary / Maria / Maarja / Mari,Hollola,6,5
Mary / Maria / Maarja / Mari,Huittinen,6,4
Mary / Maria / Maarja / Mari,Humppila,6,4
Mary / Maria / Maarja / Mari,Hyvinkää,4,4
Mary / Maria / Maarja / Mari,Hämeenkyrö,3,2
Mary / Maria / Maarja / Mari,Hämeenlinna,5,3
Mary / Maria / Maarja / Mari,Häädemeeste,16,11
Mary / Maria / Maarja / Mari,Iisaku,11,6
Mary / Maria / Maarja / Mari,Iisalmi,9,8
Mary / Maria / Maarja / Mari,Iitti,1,1
Mary / Maria / Maarja / Mari,Ilmajoki,2,2
Mary / Maria / Maarja / Mari,Ilomantsi,32,28
Mary / Maria / Maarja / Mari,Impilahti,17,14
Mary / Maria / Maarja / Mari,Inkere,1,1
Mary / Maria / Maarja / Mari,Isojoki,3,2
Mary / Maria / Maarja / Mari,Jaani,2,2
Mary / Maria / Maarja / Mari,Jalasjärvi,2,2
Mary / Maria / Maarja / Mari,Janakkala,8,8
Mary / Maria / Maarja / Mari,Jokioinen,5,4
Mary / Maria / Maarja / Mari,Joroinen,4,4
Mary / Maria / Maarja / Mari,Joutsa,3,2
Mary / Maria / Maarja / Mari,Jurva,1,1
Mary / Maria / Maarja / Mari,Juuka,4,4
Mary / Maria / Maarja / Mari,Juuru,5,4
Mary / Maria / Maarja / Mari,Juva,22,21
Mary / Maria / Maarja / Mari,Jyväskylä,1,1
Mary / Maria / Maarja / Mari,Jällivaara,2,2
Mary / Maria / Maarja / Mari,Jämaja,1,1
Mary / Maria / Maarja / Mari,Jämijärvi,1,1
Mary / Maria / Maarja / Mari,Jämsä,1,1
Mary / Maria / Maarja / Mari,Jäppilä,1,1
Mary / Maria / Maarja / Mari,Järva-Jaani,19,13
Mary / Maria / Maarja / Mari,Järva-Madise,11,6
Mary / Maria / Maarja / Mari,Jääski,1,1
Mary / Maria / Maarja / Mari,Jõelähtme,17,12
Mary / Maria / Maarja / Mari,Jõhvi,76,49
Mary / Maria / Maarja / Mari,Jüri,25,20
Mary / Maria / Maarja / Mari,Kaarma,6,4
Mary / Maria / Maarja / Mari,Kaavi,10,9
Mary / Maria / Maarja / Mari,Kadrina,74,51
Mary / Maria / Maarja / Mari,Kalajoki,6,4
Mary / Maria / Maarja / Mari,Kalvola,3,3
Mary / Maria / Maarja / Mari,Kambja,3,3
Mary / Maria / Maarja / Mari,Kanepi,8,7
Mary / Maria / Maarja / Mari,Kangasniemi,4,4
Mary / Maria / Maarja / Mari,Kankaanpää,5,4
Mary / Maria / Maarja / Mari,Kannonkoski,1,1
Mary / Maria / Maarja / Mari,Kaprio,42,22
Mary / Maria / Maarja / Mari,Karinainen,1,1
Mary / Maria / Maarja / Mari,Karja,2,2
Mary / Maria / Maarja / Mari,Karksi,134,80
Mary / Maria / Maarja / Mari,Karula,7,6
Mary / Maria / Maarja / Mari,Karuna,3,2
Mary / Maria / Maarja / Mari,Karunki,1,1
Mary / Maria / Maarja / Mari,Karuse,25,16
Mary / Maria / Maarja / Mari,Karvia,1,1
Mary / Maria / Maarja / Mari,Kattila,4,4
Mary / Maria / Maarja / Mari,Kauhajoki,2,2
Mary / Maria / Maarja / Mari,Kauhava,7,6
Mary / Maria / Maarja / Mari,Kaukola,1,1
Mary / Maria / Maarja / Mari,Kaustinen,2,2
Mary / Maria / Maarja / Mari,Kauvatsa,3,3
Mary / Maria / Maarja / Mari,Keila,1,1
Mary / Maria / Maarja / Mari,Keltto,2,2
Mary / Maria / Maarja / Mari,Kemi,3,3
Mary / Maria / Maarja / Mari,Kemijärvi,3,3
Mary / Maria / Maarja / Mari,Kerimäki,2,1
Mary / Maria / Maarja / Mari,Kestilä,2,2
Mary / Maria / Maarja / Mari,Kesälahti,5,4
Mary / Maria / Maarja / Mari,Kiestinki,2,1
Mary / Maria / Maarja / Mari,Kihelkonna,3,3
Mary / Maria / Maarja / Mari,Kihnu,4,4
Mary / Maria / Maarja / Mari,Kiihtelysvaara,7,6
Mary / Maria / Maarja / Mari,Kiimaisjärvi,3,3
Mary / Maria / Maarja / Mari,Kitee,19,17
Mary / Maria / Maarja / Mari,Kittilä,2,2
Mary / Maria / Maarja / Mari,Kiuruvesi,15,9
Mary / Maria / Maarja / Mari,Kivennapa,16,8
Mary / Maria / Maarja / Mari,Kivijärvi,4,4
Mary / Maria / Maarja / Mari,Kodavere,14,12
Mary / Maria / Maarja / Mari,Koeru,24,15
Mary / Maria / Maarja / Mari,Koivisto,5,5
Mary / Maria / Maarja / Mari,Kokemäki,1,1
Mary / Maria / Maarja / Mari,Kokkola,2,2
Mary / Maria / Maarja / Mari,Kolga-Jaani,73,53
Mary / Maria / Maarja / Mari,Kontiolahti,6,5
Mary / Maria / Maarja / Mari,Kontokki,9,9
Mary / Maria / Maarja / Mari,Koprina,5,4
Mary / Maria / Maarja / Mari,Korpilahti,1,1
Mary / Maria / Maarja / Mari,Korpiselkä,24,22
Mary / Maria / Maarja / Mari,Kose,32,17
Mary / Maria / Maarja / Mari,Koski Hl.,2,2
Mary / Maria / Maarja / Mari,Kuhmo,9,5
Mary / Maria / Maarja / Mari,Kuhmoinen,4,4
Mary / Maria / Maarja / Mari,Kullamaa,11,9
Mary / Maria / Maarja / Mari,Kuolemajärvi,1,1
Mary / Maria / Maarja / Mari,Kuopio,6,5
Mary / Maria / Maarja / Mari,Kuorevesi,2,2
Mary / Maria / Maarja / Mari,Kuortane,1,1
Mary / Maria / Maarja / Mari,Kupanitsa,2,2
Mary / Maria / Maarja / Mari,Kurikka,6,5
Mary / Maria / Maarja / Mari,Kursi,16,13
Mary / Maria / Maarja / Mari,Kuujärvi,1,1
Mary / Maria / Maarja / Mari,Kuusalu,114,78
Mary / Maria / Maarja / Mari,Kuusamo,8,7
Mary / Maria / Maarja / Mari,Kuusjoki,2,2
Mary / Maria / Maarja / Mari,Kuusjärvi,1,1
Mary / Maria / Maarja / Mari,Kymi,1,1
Mary / Maria / Maarja / Mari,Käina,1,1
Mary / Maria / Maarja / Mari,Kärla,1,1
Mary / Maria / Maarja / Mari,Kärsämäki,2,1
Mary / Maria / Maarja / Mari,Kõpu,5,1
Mary / Maria / Maarja / Mari,Laihia,7,7
Mary / Maria / Maarja / Mari,Laitila,3,3
Mary / Maria / Maarja / Mari,Laiuse,25,16
Mary / Maria / Maarja / Mari,Lammi,3,3
Mary / Maria / Maarja / Mari,Lappajärvi,5,4
Mary / Maria / Maarja / Mari,Lappee,5,3
Mary / Maria / Maarja / Mari,Lapua,1,1
Mary / Maria / Maarja / Mari,Lapväärtti,2,1
Mary / Maria / Maarja / Mari,Lavansaari,2,1
Mary / Maria / Maarja / Mari,Lemi,3,3
Mary / Maria / Maarja / Mari,Lempaala,23,19
Mary / Maria / Maarja / Mari,Leppävirta,5,3
Mary / Maria / Maarja / Mari,Lieto,3,2
Mary / Maria / Maarja / Mari,Lihula,3,3
Mary / Maria / Maarja / Mari,Liissilä,6,6
Mary / Maria / Maarja / Mari,Liperi,6,6
Mary / Maria / Maarja / Mari,Lohtaja,2,1
Mary / Maria / Maarja / Mari,Loppi,7,5
Mary / Maria / Maarja / Mari,Luhanka,3,3
Mary / Maria / Maarja / Mari,Lumivaara,1,1
Mary / Maria / Maarja / Mari,Luopioinen,1,1
Mary / Maria / Maarja / Mari,Luumäki,9,8
Mary / Maria / Maarja / Mari,Lääne-Nigula,4,4
Mary / Maria / Maarja / Mari,Lüganuse,27,18
Mary / Maria / Maarja / Mari,Maaninka,2,2
Mary / Maria / Maarja / Mari,Maarja-Magdaleena,26,14
Mary / Maria / Maarja / Mari,Markkova,5,2
Mary / Maria / Maarja / Mari,Martna,8,3
Mary / Maria / Maarja / Mari,Marttila,9,7
Mary / Maria / Maarja / Mari,Masku,1,1
Mary / Maria / Maarja / Mari,Merijärvi,1,1
Mary / Maria / Maarja / Mari,Merikarvia,2,2
Mary / Maria / Maarja / Mari,Metsäpirtti,11,8
Mary / Maria / Maarja / Mari,Mietoinen,1,1
Mary / Maria / Maarja / Mari,Mihkli,13,6
Mary / Maria / Maarja / Mari,Miikkulainen,3,2
Mary / Maria / Maarja / Mari,Moloskovitsa,13,10
Mary / Maria / Maarja / Mari,Mouhijärvi,11,7
Mary / Maria / Maarja / Mari,Muhos,5,4
Mary / Maria / Maarja / Mari,Muhu,14,11
Mary / Maria / Maarja / Mari,Multia,1,1
Mary / Maria / Maarja / Mari,Muolaa,8,5
Mary / Maria / Maarja / Mari,Mustjala,7,7
Mary / Maria / Maarja / Mari,Muurla,5,3
Mary / Maria / Maarja / Mari,Muuruvesi,1,1
Mary / Maria / Maarja / Mari,Mynämäki,1,1
Mary / Maria / Maarja / Mari,Mäntsälä,4,3
Mary / Maria / Maarja / Mari,Mäntyharju,7,6
Mary / Maria / Maarja / Mari,Märjamaa,10,6
Mary / Maria / Maarja / Mari,Nakkila,1,1
Mary / Maria / Maarja / Mari,Narvusi,315,124
Mary / Maria / Maarja / Mari,Nilsiä,3,3
Mary / Maria / Maarja / Mari,Nissi,4,2
Mary / Maria / Maarja / Mari,Nivala,3,2
Mary / Maria / Maarja / Mari,Norra Finnskoga,2,2
Mary / Maria / Maarja / Mari,Nousiainen,3,3
Mary / Maria / Maarja / Mari,Nurmes,21,16
Mary / Maria / Maarja / Mari,Nyskoga,1,1
Mary / Maria / Maarja / Mari,Nõo,4,4
Mary / Maria / Maarja / Mari,Oravainen,1,1
Mary / Maria / Maarja / Mari,Orimattila,4,3
Mary / Maria / Maarja / Mari,Otepää,16,14
Mary / Maria / Maarja / Mari,Oulu,4,3
Mary / Maria / Maarja / Mari,Paattinen,4,3
Mary / Maria / Maarja / Mari,Paavola,1,1
Mary / Maria / Maarja / Mari,Padasjoki,1,1
Mary / Maria / Maarja / Mari,Paide,13,5
Mary / Maria / Maarja / Mari,Paimio,6,3
Mary / Maria / Maarja / Mari,Paistu,62,44
Mary / Maria / Maarja / Mari,Palamuse,39,19
Mary / Maria / Maarja / Mari,Paltamo,6,2
Mary / Maria / Maarja / Mari,Parkano,4,4
Mary / Maria / Maarja / Mari,Peetri,25,19
Mary / Maria / Maarja / Mari,Perho,2,1
Mary / Maria / Maarja / Mari,Perniö,3,3
Mary / Maria / Maarja / Mari,Pertteli,2,2
Mary / Maria / Maarja / Mari,Pieksämäki,8,8
Mary / Maria / Maarja / Mari,Pielavesi,8,6
Mary / Maria / Maarja / Mari,Pielisjärvi,7,7
Mary / Maria / Maarja / Mari,Pihlajavesi,1,1
Mary / Maria / Maarja / Mari,Piikkiö,2,2
Mary / Maria / Maarja / Mari,Piippola,5,3
Mary / Maria / Maarja / Mari,Pilistvere,41,22
Mary / Maria / Maarja / Mari,Pistojärvi,1,1
Mary / Maria / Maarja / Mari,Polvijärvi,1,1
Mary / Maria / Maarja / Mari,Pomarkku,1,1
Mary / Maria / Maarja / Mari,Porajärvi,18,13
Mary / Maria / Maarja / Mari,Pori,1,1
Mary / Maria / Maarja / Mari,Posio,1,1
Mary / Maria / Maarja / Mari,Pudasjärvi,7,5
Mary / Maria / Maarja / Mari,Puhja,27,11
Mary / Maria / Maarja / Mari,Punkalaidun,3,2
Mary / Maria / Maarja / Mari,Puolanka,3,2
Mary / Maria / Maarja / Mari,Pusula,1,1
Mary / Maria / Maarja / Mari,Puumala,3,2
Mary / Maria / Maarja / Mari,Pyhäjärvi Ol.,2,2
Mary / Maria / Maarja / Mari,Pyhäjärvi Ul.,6,4
Mary / Maria / Maarja / Mari,Pyhäjärvi Vpl.,3,3
Mary / Maria / Maarja / Mari,Pyhäselkä,1,1
Mary / Maria / Maarja / Mari,Pylkönmäki,2,2
Mary / Maria / Maarja / Mari,Pälkjärvi,6,5
Mary / Maria / Maarja / Mari,Pälkäne,2,2
Mary / Maria / Maarja / Mari,Pärnu,14,12
Mary / Maria / Maarja / Mari,Pärnu-Jaagupi,24,10
Mary / Maria / Maarja / Mari,Põltsamaa,54,28
Mary / Maria / Maarja / Mari,Põlva,16,13
Mary / Maria / Maarja / Mari,Pöide,27,7
Mary / Maria / Maarja / Mari,Pöytyä,4,3
Mary / Maria / Maarja / Mari,Pühalepa,12,7
Mary / Maria / Maarja / Mari,Raahe,2,1
Mary / Maria / Maarja / Mari,Rakvere,3,2
Mary / Maria / Maarja / Mari,Rannu,20,11
Mary / Maria / Maarja / Mari,Rantsila,7,6
Mary / Maria / Maarja / Mari,Ranua,8,6
Mary / Maria / Maarja / Mari,Rapla,6,5
Mary / Maria / Maarja / Mari,Rauma,2,2
Mary / Maria / Maarja / Mari,Rautalampi,3,3
Mary / Maria / Maarja / Mari,Rautavaara,2,2
Mary / Maria / Maarja / Mari,Reigi,9,6
Mary / Maria / Maarja / Mari,Renko,3,2
Mary / Maria / Maarja / Mari,Repola,21,15
Mary / Maria / Maarja / Mari,Ridala,6,4
Mary / Maria / Maarja / Mari,Riipuskala,5,4
Mary / Maria / Maarja / Mari,Risti,41,16
Mary / Maria / Maarja / Mari,Ristijärvi,1,1
Mary / Maria / Maarja / Mari,Ropsu,1,1
Mary / Maria / Maarja / Mari,Rovaniemi,9,8
Mary / Maria / Maarja / Mari,Ruokolahti,1,1
Mary / Maria / Maarja / Mari,Ruotsin Ylitornio,2,1
Mary / Maria / Maarja / Mari,Ruotsinpyhtää,1,1
Mary / Maria / Maarja / Mari,Ruovesi,2,1
Mary / Maria / Maarja / Mari,Ruskeala,2,2
Mary / Maria / Maarja / Mari,Rymättylä,2,1
Mary / Maria / Maarja / Mari,Räisälä,1,1
Mary / Maria / Maarja / Mari,Räpina,63,34
Mary / Maria / Maarja / Mari,Rääkkylä,2,2
Mary / Maria / Maarja / Mari,Rääpyvä,5,4
Mary / Maria / Maarja / Mari,Rõngu,13,10
Mary / Maria / Maarja / Mari,Rõuge,38,18
Mary / Maria / Maarja / Mari,Saarde,18,12
Mary / Maria / Maarja / Mari,Saari,1,1
Mary / Maria / Maarja / Mari,Saarijärvi,16,15
Mary / Maria / Maarja / Mari,Sahalahti,3,2
Mary / Maria / Maarja / Mari,Sakkola,1,1
Mary / Maria / Maarja / Mari,Salmi,27,25
Mary / Maria / Maarja / Mari,Salo,2,2
Mary / Maria / Maarja / Mari,Sangaste,67,44
Mary / Maria / Maarja / Mari,Savitaipale,3,3
Mary / Maria / Maarja / Mari,Savonlinna,1,1
Mary / Maria / Maarja / Mari,Savonranta,5,3
Mary / Maria / Maarja / Mari,Seiskari,2,1
Mary / Maria / Maarja / Mari,Serepetta,20,9
Mary / Maria / Maarja / Mari,Setumaa,293,150
Mary / Maria / Maarja / Mari,Siikainen,1,1
Mary / Maria / Maarja / Mari,Siilinjärvi,1,1
Mary / Maria / Maarja / Mari,Simo,3,2
Mary / Maria / Maarja / Mari,Simuna,22,21
Mary / Maria / Maarja / Mari,Soanlahti,5,5
Mary / Maria / Maarja / Mari,Sodankylä,4,3
Mary / Maria / Maarja / Mari,Soikkola,117,65
Mary / Maria / Maarja / Mari,Soini,1,1
Mary / Maria / Maarja / Mari,Somerniemi,3,3
Mary / Maria / Maarja / Mari,Somero,7,4
Mary / Maria / Maarja / Mari,Sonkajärvi,1,1
Mary / Maria / Maarja / Mari,Sortavala,6,6
Mary / Maria / Maarja / Mari,Sotkamo,2,2
Mary / Maria / Maarja / Mari,Soutjärvi,2,2
Mary / Maria / Maarja / Mari,Suistamo,81,68
Mary / Maria / Maarja / Mari,Sulkava,1,1
Mary / Maria / Maarja / Mari,Suojärvi,74,50
Mary / Maria / Maarja / Mari,Suomusjärvi,1,1
Mary / Maria / Maarja / Mari,Suomussalmi,5,4
Mary / Maria / Maarja / Mari,Suonenjoki,2,1
Mary / Maria / Maarja / Mari,Suure-Jaani,34,18
Mary / Maria / Maarja / Mari,Säkkijärvi,1,1
Mary / Maria / Maarja / Mari,Sääksmäki,9,5
Mary / Maria / Maarja / Mari,Säämäjärvi,2,2
Mary / Maria / Maarja / Mari,Södra Finnskoga,2,2
Mary / Maria / Maarja / Mari,Taipalsaari,2,1
Mary / Maria / Maarja / Mari,Tammela,15,11
Mary / Maria / Maarja / Mari,Tartu-Maarja,12,10
Mary / Maria / Maarja / Mari,Tarvastu,49,38
Mary / Maria / Maarja / Mari,Terijoki,4,2
Mary / Maria / Maarja / Mari,Tervo,7,5
Mary / Maria / Maarja / Mari,Tervola,4,3
Mary / Maria / Maarja / Mari,Teuva,4,3
Mary / Maria / Maarja / Mari,Tohmajärvi,12,8
Mary / Maria / Maarja / Mari,Toholampi,1,1
Mary / Maria / Maarja / Mari,Toksova,7,3
Mary / Maria / Maarja / Mari,Tolmačču,1,1
Mary / Maria / Maarja / Mari,Tori,47,29
Mary / Maria / Maarja / Mari,Torma,19,7
Mary / Maria / Maarja / Mari,Tulemajärvi,6,5
Mary / Maria / Maarja / Mari,Turku,2,1
Mary / Maria / Maarja / Mari,Turtola,2,2
Mary / Maria / Maarja / Mari,Tuulos,2,1
Mary / Maria / Maarja / Mari,Tuupovaara,4,4
Mary / Maria / Maarja / Mari,Tuusniemi,2,1
Mary / Maria / Maarja / Mari,Tuutari,1,1
Mary / Maria / Maarja / Mari,Tyrväntö,2,1
Mary / Maria / Maarja / Mari,Tyrvää,1,1
Mary / Maria / Maarja / Mari,Tyrö,37,16
Mary / Maria / Maarja / Mari,Tõstamaa,14,12
Mary / Maria / Maarja / Mari,Töysä,6,5
Mary / Maria / Maarja / Mari,Türi,16,13
Mary / Maria / Maarja / Mari,Uhtua,12,9
Mary / Maria / Maarja / Mari,Urjala,3,2
Mary / Maria / Maarja / Mari,Urvaste,33,21
Mary / Maria / Maarja / Mari,Uskela,15,11
Mary / Maria / Maarja / Mari,Uukuniemi,9,5
Mary / Maria / Maarja / Mari,Uusikaupunki,5,5
Mary / Maria / Maarja / Mari,Uusikirkko Tl.,2,2
Mary / Maria / Maarja / Mari,Vahto,2,2
Mary / Maria / Maarja / Mari,Vaivara,28,19
Mary / Maria / Maarja / Mari,Valkeasaari,2,2
Mary / Maria / Maarja / Mari,Vanaja,4,3
Mary / Maria / Maarja / Mari,Varbla,13,10
Mary / Maria / Maarja / Mari,Varpaisjärvi,3,3
Mary / Maria / Maarja / Mari,Vastseliina,43,20
Mary / Maria / Maarja / Mari,Venjoki,13,12
Mary / Maria / Maarja / Mari,Vesilahti,4,4
Mary / Maria / Maarja / Mari,Veteli,1,1
Mary / Maria / Maarja / Mari,Vieljärvi,1,1
Mary / Maria / Maarja / Mari,Vigala,24,18
Mary / Maria / Maarja / Mari,Vihanti,4,3
Mary / Maria / Maarja / Mari,Viitasaari,2,2
Mary / Maria / Maarja / Mari,Viljakkala,1,1
Mary / Maria / Maarja / Mari,Viljandi,72,39
Mary / Maria / Maarja / Mari,Vimpeli,3,2
Mary / Maria / Maarja / Mari,Virrat,2,2
Mary / Maria / Maarja / Mari,Virtasalmi,2,2
Mary / Maria / Maarja / Mari,Viru-Jaagupi,13,8
Mary / Maria / Maarja / Mari,Viru-Nigula,35,22
Mary / Maria / Maarja / Mari,Vittanki,1,1
Mary / Maria / Maarja / Mari,Vuokkiniemi,34,22
Mary / Maria / Maarja / Mari,Vuole,21,13
Mary / Maria / Maarja / Mari,Väike-Maarja,30,24
Mary / Maria / Maarja / Mari,Vändra,8,7
Mary / Maria / Maarja / Mari,Võnnu,15,8
Mary / Maria / Maarja / Mari,Ylikiiminki,4,3
Mary / Maria / Maarja / Mari,Yläne,4,3
Mary / Maria / Maarja / Mari,Äksi,17,13
Mary / Maria / Maarja / Mari,Östmark,3,2
Peter / Pietari / Peeter,Alatornio,6,6
Peter / Pietari / Peeter,Alavus,2,1
Peter / Pietari / Peeter,Ambla,8,8
Peter / Pietari / Peeter,Anjala,3,3
Peter / Pietari / Peeter,Anseküla,3,2
Peter / Pietari / Peeter,Asikkala,7,6
Peter / Pietari / Peeter,Audru,1,1
Peter / Pietari / Peeter,Elimäki,1,1
Peter / Pietari / Peeter,Emmaste,1,1
Peter / Pietari / Peeter,Eno,6,5
Peter / Pietari / Peeter,Enonkoski,1,1
Peter / Pietari / Peeter,Haapajärvi,1,1
Peter / Pietari / Peeter,Hageri,2,2
Peter / Pietari / Peeter,Haljala,6,6
Peter / Pietari / Peeter,Halliste,17,10
Peter / Pietari / Peeter,Hanila,3,1
Peter / Pietari / Peeter,Harjavalta,1,1
Peter / Pietari / Peeter,Harju-Jaani,2,2
Peter / Pietari / Peeter,Harju-Madise,5,3
Peter / Pietari / Peeter,Hartola,1,1
Peter / Pietari / Peeter,Hattula,7,7
Peter / Pietari / Peeter,Hauho,1,1
Peter / Pietari / Peeter,Heinjoki,2,2
Peter / Pietari / Peeter,Heinävesi,14,14
Peter / Pietari / Peeter,Helme,18,12
Peter / Pietari / Peeter,Helsinki,4,4
Peter / Pietari / Peeter,Hiitola,1,1
Peter / Pietari / Peeter,Hirvensalmi,1,1
Peter / Pietari / Peeter,Hollola,2,2
Peter / Pietari / Peeter,Honkajoki,1,1
Peter / Pietari / Peeter,Huittinen,1,1
Peter / Pietari / Peeter,Hyvinkää,1,1
Peter / Pietari / Peeter,Hämeenlinna,1,1
Peter / Pietari / Peeter,Häädemeeste,1,1
Peter / Pietari / Peeter,Iisaku,1,1
Peter / Pietari / Peeter,Iisalmi,4,3
Peter / Pietari / Peeter,Ilmajoki,1,1
Peter / Pietari / Peeter,Ilomantsi,54,30
Peter / Pietari / Peeter,Impilahti,11,8
Peter / Pietari / Peeter,Inkere,1,1
Peter / Pietari / Peeter,Isojoki,1,1
Peter / Pietari / Peeter,Jaakkima,5,3
Peter / Pietari / Peeter,Jaani,2,2
Peter / Pietari / Peeter,Jalasjärvi,1,1
Peter / Pietari / Peeter,Janakkala,1,1
Peter / Pietari / Peeter,Joensuu,1,1
Peter / Pietari / Peeter,Johannes,2,2
Peter / Pietari / Peeter,Joroinen,9,7
Peter / Pietari / Peeter,Joutseno,1,1
Peter / Pietari / Peeter,Jurva,1,1
Peter / Pietari / Peeter,Juuka,3,2
Peter / Pietari / Peeter,Juva,6,6
Peter / Pietari / Peeter,Jällivaara,1,1
