person_cluster,person_category,same_person_confidence,standard_lemma,local_lemma,word_normalised,root,word_in_english,mentions,poems,counties,county_counts,place_counts
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Kalervi (personal name),Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Kalervo (PN),Kalervo's,1,1,1,Keski-Inkeri (1),Tyrö (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Kalervo (mythological name),Kalervo's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Impilahti (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Kalervo (personal name),Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Kalervo (proper name),Kalervo's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Possible kalho (old) + veri (blood),of Kalervo,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Proper name,Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Proper name Kalervo,Kalervo's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Proper name Kalervo,of Kalervo,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,kalastaa (to fish) + veri (blood),Kalervo's,1,1,1,Keski-Inkeri (1),Venjoki (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,kalerva,Kalervo's,1,1,1,Viena (1),Kiestinki (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,kalerva (possible plant name),Kalervo's,1,1,1,Viena (1),Kiestinki (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,kaleva (heroic ancestor),Kalervo's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervosta,Kalervo (name) + -stA (elative),from Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervostani,kala (fish) + Ervo (personal name),from my Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervot,Kalervo,Kalervos,1,1,1,Keski-Inkeri (1),Tyrö (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo-n,Kalervon,Kalervo,Kalervo's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoi,Kalervon,Kalervo,Kalervo's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoi-n,Kalervon,Kalervo,Kalervo's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoill,Kalervoilla,Kalervo,at Kalervos,1,1,1,Keski-Inkeri (1),Serepetta (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoin,Kalervon,Kalervo,Kalervo's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoin,Kalervon,Kalervo,of Kalervo,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoja,Kalervoja,Kalervo,Kalervos,1,1,1,Keski-Inkeri (1),Serepetta (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervolla,Kalervolla,Kalervo,at Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervon,Kalervon,(name),Kalervo's,1,1,1,Länsi-Inkeri (1),Kattila (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervoo,Kalervoja,Kalervo,Kalervos,1,1,1,Keski-Inkeri (1),Tyrö (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervotar,Kalervotar,Kalervo & -tar,Kalervotar,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervu,Kalervuveni,Kalervo (proper name),my Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervut,Kalervoista,Kalervo,Kalervo's,1,1,1,Keski-Inkeri (1),Serepetta (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kallervo,Kalervon,Kalervo,Kalervo's,1,1,1,Keski-Inkeri (1),Serepetta (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalerva,Kalerva,Kalervo,Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalerva,Kalervo,(proper name),Kalervo,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalerva,Kalervo,Kalervo,Kalervo,1,1,1,Etelä-Karjala (1),Metsäpirtti (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervainen,Kalervoinen,Kalervo & -inen,Kalervo's,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervaisen,Kalervaisen,Kalervo,Kalervo's,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervall,Kalervan,Kalervo,Kalervo's,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervalle,Kalervalle,Kalervo,to Kalervo,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervikkoi,Kalervon,Proper name,Kalervo's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervo,Kalervo,(proper name),Kalervo,1,1,1,Etelä-Karjala (1),Sakkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervo,kalervoa,(proper noun),Kalervo,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervo,kalervon,Kalervo,Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoi,Kalervo,Proper name,Kalervo,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoi,Kalervon,(proper noun),Kalervo's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoill,Kalervoilla,Kalervo,at Kalervo's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoill,Kalervolla,Proper name,Kalervo had,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoin,Kalervon,Kalervo,Kalervo's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoja,Kalervoja,(name),Kalervo,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoja,Kalervoja,Kalervo,Kalervo's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoja,Kalervoja,Proper name,Kalervo's people,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervolle,Kalervolle,Kalervo,to Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervon,Kalervon,Kalervo,Kalervo's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervoni,Kalervoni,(personal name),my Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,kalervuveni,Kalervoseni,Kalervo,my Kalervo's son,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo-lainen,Kalervo-lainen,Kalervolainen,Kalervo & -lainen,of Kalervo,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervoinen,Kalervainen,Kalervainen,Kalervo,Kalervo's son,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervoinen,Kalervoinen,Kalervoijaan,Kalervo & -inen,Kalervo's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervoinen,Kalervoinen,Kalervoinen,(proper name + -nen),Kalervo's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervoinen,Kalervoinen,Kalervoinen,Kalervo & -nen,Kalervo's,1,1,1,Keski-Inkeri (1),Tyrö (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervoinen,Kalervoinen,Kalervoisen,Kalervo (proper name) + -inen,Kalervo's,1,1,1,Keski-Inkeri (1),Liissilä (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervolainen,Kalervolainen,Kalervolainen,Kalervo & -lainen,Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervon,Kalervo-n,Kalervon,Kalervo,Kalervo's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervossa,Kalervo-ssa,Kalervossa,Kalervo (name),Kalervo's,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,*Kaleva,Kalev,1,1,1,Tartumaa (1),Kodavere (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Kalev,Kalev (hero),1,1,1,Viljandimaa (1),Suure-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Kalev,Kalev (mythological),1,1,1,Virumaa (1),Vaivara (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Kalev,Kalev (name),1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Kalev,Kalev/bronze,1,1,1,Virumaa (1),Narva l. (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Kalev (proper noun),Kalev,1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Mythological name,Kalev's,1,1,1,Järvamaa (1),Türi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalev,Proper name,Kalev,1,1,1,Harjumaa (1),Tallinn (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevi,(mythological name),Kalev's,1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevi,(proper name),Kalev's,1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevi,*Kaleva,Kalev's,1,1,1,Järvamaa (1),Peetri (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevid,Kalev,Kalev's sons,1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevida,Kalev,Kalevi's?,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevide,Kalev,of Kalevs,1,1,1,Tartumaa (1),Rõngu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevil,Kalev,on Kalev,1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevil,Proper name,Kalev,1,1,1,Viljandimaa (1),Pilistvere (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevile,Kalev,(to) Kalev,1,1,1,Virumaa (1),Viru-Nigula (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevile,Kalev,to Kalevs,1,1,1,Viljandimaa (1),Viljandi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevile,Proper name,Kalev's,1,1,1,Läänemaa (1),Karuse (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kaleville,Kalev,Kalev (mythological),1,1,1,Virumaa (1),Jõhvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevine,(proper name),Kalev's,1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevine,Kalev,of Kalev,1,1,1,Tartumaa (1),Kambja (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevine,Kalev & -ne,Kalev's,1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevini,Proper name,Kalev's,1,1,1,Viljandimaa (1),Pilistvere (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevipoja,Kalev,Kalev's,1,1,1,Harjumaa (1),Kose (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevis,Kalev,in Kalev(?),1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevise,Kalev,Kalev's son's,1,1,1,Virumaa (1),Simuna (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevisse,*Kalewä,into Kalev's,1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevisse,Kalev,Kalev's,1,1,1,Tartumaa (1),Torma (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevisse,Kalev,Kalev's realm,1,1,1,Viljandimaa (1),Kolga-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevisse,Kalev,into Kalev's realm,1,1,1,Saaremaa (1),Mustjala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevisse,Kaleva,into Kalev,1,1,1,Virumaa (1),Kadrina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevist,Kalev,Kalev's,1,1,1,Tartumaa (1),Sangaste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevist,Kalev,from Kalev,1,1,1,Järvamaa (1),Peetri (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevist,Kalev,from Kalev's,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevist,Kalev,of Kalev,1,1,1,Pärnumaa (1),Saarde (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevist,Kalev (mythological ancestor),from Kalev,1,1,0,,
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevit,Kalev,Kalev's,1,1,1,Viljandimaa (1),Viljandi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevitele,Kalev,Kalev's people,1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevitele,Kalev,to Kalevs,1,1,1,Virumaa (1),Vaivara (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevi,Kalev,of Kalev,1,1,1,Pärnumaa (1),Audru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevi,Proper name,Kalev's,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevike,Kalev & -ke,Kalev's little,1,1,1,Tartumaa (1),Nõo (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevil,Kalev,Kalev,1,1,1,Tartumaa (1),Torma (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevile,*Kaleva,(to) Kalev,1,1,1,Tartumaa (1),Kodavere (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevile,Kalev,(to) Kalev,1,1,1,Virumaa (1),Jõhvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevile,Kalev,to Kalev,1,1,1,Tartumaa (1),Tartu-Maarja (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevile,Kalev,to Kalev/bronze,1,1,1,Virumaa (1),Narva l. (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevile,Proper name,to Kalev,1,1,1,Harjumaa (1),Tallinn (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevisest,Kalev,from Kalev's,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevisse,Kalev,Kalev's (fine),1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevisse,Kalev,into Kalev's,1,1,0,,
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevisse,Kalev,to Kalev's,1,1,1,Pärnumaa (1),Pärnu-Jaagupi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevist,Kalev,from Kalev's,1,1,1,Läänemaa (1),Varbla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kaleviste,Kalev,Kalev's,1,1,1,Tartumaa (1),Äksi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevit,Kalev,of Kalev,1,1,1,Pärnumaa (1),Tori (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevite,Kalev,Kalev's,1,1,1,Viljandimaa (1),Kolga-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevite,Kalev,Kalev's (pl),1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,kalevitse,Kalev,Kalev's,1,1,1,Viljandimaa (1),Helme (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalevi,Kalevi,Kalev,Kalevi,1,1,1,Järvamaa (1),Peetri (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalevi,Kalevi,Kalev,[same as above],1,1,1,Läänemaa (1),Vigala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalevile,Kalevile,Kalev,to Kalev,1,1,1,Viljandimaa (1),Põltsamaa (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalevine,Kalevi,Kalev,Kalev's,1,1,1,Harjumaa (1),Harju-Jaani (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalevine,Kalevipoja,Kalev,Kalev's,1,1,1,Võrumaa (1),Räpina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalevv,Kalevi,Kalev,Kalev's,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,Kalev,Kalev,Kalev,1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,Kalev,Kalev,Kalev (hero),1,1,1,Järvamaa (1),Koeru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,kalev,Kalev,from Kalev's,1,1,1,Võrumaa (1),Rõuge (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,kalevi,Kalev,of Kalev,1,1,1,Järvamaa (1),Peetri (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,kalevid,Kalev,Kalevs,1,1,1,Saaremaa (1),Karja (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,kalevine,Kalev,Kalev's,1,1,0,,
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,kalevise,Kalev,Kalev's,1,1,1,Tartumaa (1),Laiuse (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalev,kalevisse,Kalev,into Kalev's,1,1,1,Läänemaa (1),Hanila (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevane,kalevane,Kalev,Kalev's,1,1,1,Võrumaa (1),Hargla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevei+si,Kalevide,Kalev,Kalev's,1,1,1,Viljandimaa (1),Paistu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevi,Kalevi,*Kaleva,Kalev's,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevide,Kalevite,Kalev,Kalev's,1,1,1,Viljandimaa (1),Helme (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevike,kalevike,Kalev & -ke,Kalev's,1,1,1,Tartumaa (1),Nõo (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevil,Kalevile,Kalev,to Kalev,1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevine,Kalevipoja,Kalev,Kalev's,1,1,1,Tartumaa (1),Võnnu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevine,Kalevipojast,Kalev,Kalev's,1,1,1,Võrumaa (1),Räpina (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevise,Kalevipoja,Kalev,Kalev's,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,kalevitse,kalevipoja,Kalev,hero's,1,1,1,Võrumaa (1),Kanepi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevainen,Kalevainen,Kalevainen,Kaleva,Kaleva's descendant,1,1,1,Viena (1),Vuokkiniemi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevatar,Kalevatar,Kalevatar,Kaleva,Kaleva's daughter,1,1,1,Keski-Suomi (1),Saarijärvi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevi,Kalevi,Kalevi,Kalev,of Kalev,1,1,1,Harjumaa (1),Kuusalu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevi,Kalevi,Kalevile,Kalev,Kalev's,1,1,1,Viljandimaa (1),Kõpu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevi,Kalevitse,Kalevi,Kalev,Kalev's,1,1,1,Võrumaa (1),Kanepi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevi,kalevine,kalevine,Kalev,Kalev's,1,1,1,Võrumaa (1),Põlva (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevi,kalevise,Kalevise,Kalev,of Kalev,1,1,1,Järvamaa (1),Peetri (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevi,kalevitse,kalevitse,Kalev,Kalev's,1,1,1,Setumaa (1),Setumaa (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevipoeg,Kalevine,Kalevine,Kalev,of Kalev,1,1,1,Tartumaa (1),Maarja-Magdaleena (1)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalevit,kalevida,Kalevit,Kaleva,Kalev's,1,1,1,Saaremaa (1),Muhu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalervo,kalervo,kalervoi,*kalervo,of-wild-swan,1,1,1,Keski-Inkeri (1),Serepetta (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalervo,kalervo,kalervoon,kalervo (dark),into black,1,1,1,Keski-Inkeri (1),Kaprio (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalervo (poetic),kalervo,kalervossa,"kalervo (uncertain, possibly kallio/kala)",in Kalervo,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kale,kalele,kalev,to Kalev,1,1,1,Harjumaa (1),Harju-Madise (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalev,kalev,Kalev,1,1,1,Harjumaa (1),Harju-Madise (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevad,kalev,embroidered,1,1,1,Virumaa (1),Vaivara (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevad,kalev,strong/cloth,1,1,1,Virumaa (1),Haljala (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevaid,kalev,bronze ones,1,1,1,Võrumaa (1),Urvaste (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevaks,*kaleva (Proto-Finnic),as strong,1,1,1,Võrumaa (1),Põlva (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevased,kalev,brocaded,1,1,1,Tartumaa (1),Äksi (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevi,kalev,barley,1,1,1,Viljandimaa (1),Helme (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevi,kalev,of giant,1,1,1,Viljandimaa (1),Paistu (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalava (Ru.),calicos,1,1,1,Harjumaa (1),Juuru (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,Kalev's (products),1,1,1,Pärnumaa (1),Tori (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,Kalev's ones,1,1,1,Järvamaa (1),Ambla (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,barley loaves,1,1,1,Harjumaa (1),Risti (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,broadcloths,1,1,1,Tartumaa (1),Laiuse (1)
Kalev / Kalervo,mythic_epic_or_name,medium,kalev,kalev,kalevid,kalev,brocades,1,1,1,Saaremaa (1),Muhu (1)
