person_cluster,person_category,same_person_confidence,standard_lemma,local_lemma,word_normalised,root,word_in_english,mentions,poems,counties,county_counts,place_counts
Piiter,unmapped_possible_person_name,low,Piiter,piiter,Piiter,proper name,Piiter (name),1,1,1,Viljandimaa (1),Kolga-Jaani (1)
Piitre,unmapped_possible_person_name,low,Piitre,piitre,Piitre,proper name,Piitre,1,1,1,Tartumaa (1),Võnnu (1)
Pija,unmapped_possible_person_name,low,Pija,Pijan,Pijan,(proper noun),Pija's,1,1,1,Etelä-Karjala (1),Sakkola (1)
Piki-Heikki,unmapped_possible_person_name,low,Piki-Heikki,Piki-Heikki,Piki-Heikin,piki (tar) & Heikki (proper name),Piki-Heikki's,1,1,1,Uusimaa (1),Helsinki (1)
Pill,unmapped_possible_person_name,low,Pill,Pill,Pilla,Pill (name),Pilla,1,1,1,Virumaa (1),Viru-Nigula (1)
Pill,unmapped_possible_person_name,low,Pill,Pill,Pillale,Pill (name),to Pilla,1,1,1,Virumaa (1),Viru-Nigula (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pille,(name),Pille,1,1,1,Viljandimaa (1),Põltsamaa (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pille,Pille (name),Pille's,1,1,1,Virumaa (1),Haljala (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pille,Proper name?,Pille,1,1,1,Virumaa (1),Kadrina (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pille,proper name,Pille's,1,1,1,Virumaa (1),Haljala (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pille,proper noun,Pille's,1,1,1,Tartumaa (1),Äksi (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pillele,Pille (name),to Pille,1,1,1,Virumaa (1),Kadrina (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pillele,Pille (name) & -le (allative),to Pille,1,1,1,Virumaa (1),Haljala (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pillele,Proper name,to Pille,1,1,1,Virumaa (1),Haljala (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pillele,proper noun,to Pille,1,1,1,Tartumaa (1),Äksi (1)
Pille,unmapped_possible_person_name,low,Pille,Pille,Pillile,Proper name,to Pille,1,1,1,Virumaa (1),Väike-Maarja (1)
Pilli,unmapped_possible_person_name,low,Pilli,Pilli,Pilli,Proper noun,Pilli,1,1,1,Tartumaa (1),Maarja-Magdaleena (1)
Pilpa,unmapped_possible_person_name,low,Pilpa,Pilpa,Pilpan,(proper name),Pilpa's,1,1,1,Keski-Inkeri (1),Tyrö (1)
Pilpa,unmapped_possible_person_name,low,Pilpa,Pilpa,Pilpan,(proper name),[repeat],1,1,1,Keski-Inkeri (1),Tyrö (1)
Pilpola,unmapped_possible_person_name,low,Pilpola,pilpola,Pilpola,(proper noun),Pilpola,1,1,1,Varsinais-Suomi (1),Lieto (1)
Piminalle,unmapped_possible_person_name,low,Piminalle,Piminaleh,Piminalle,(proper name),to Pimina,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Pinkka,unmapped_possible_person_name,low,Pinkka,Pinkka,Pinkka,"Proper noun or dialectal pinkka (""bundle, stack"")",Pink,1,1,1,Satakunta (1),Kiikoinen (1)
Pippila,unmapped_possible_person_name,low,Pippila,Pippila,Pippilan,(proper name),of Pippila,1,1,1,Kainuu (1),Kuusamo (1)
Pippilä,unmapped_possible_person_name,low,Pippilä,Pippilä,Pippilän,Proper noun (possibly *pip(p)-* root + *-lä* locative suffix),Pippilä's,1,1,1,Pohjois-Karjala (1),Kontiolahti (1)
Pippilä,unmapped_possible_person_name,low,Pippilä,pippila,Pippilä,Proper name,Pippila,1,1,1,Peräpohjola (1),Peräpohjola (1)
Pippu,unmapped_possible_person_name,low,Pippu,Pippu,Pippu,Proper name,Pippu,1,1,1,välismaa (1),välismaa (1)
Pirelill,unmapped_possible_person_name,low,Pirelill,Pirelill,Pirelilli,pire (edge) & lill (flower),Pirelill,1,1,1,Võrumaa (1),Urvaste (1)
Piret,unmapped_possible_person_name,low,Piret,Piret,Piret,Piret (given name),Piret,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Piret,unmapped_possible_person_name,low,Piret,Piret,Piret,Proper name,Piret,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Piret,unmapped_possible_person_name,low,Piret,Piret,Piret,proper noun,Piret,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Piret,unmapped_possible_person_name,low,Piret,Piret,Piretale,proper name,to Piret,1,1,1,Pärnumaa (1),Pärnu-Jaagupi (1)
Piret,unmapped_possible_person_name,low,Piret,Piret,Piretile,Piret (proper name),to Piret,1,1,1,Pärnumaa (1),Vändra (1)
Piret,unmapped_possible_person_name,low,Piret,Piret,Piretist,Piret (proper name),from Piret,1,1,1,Pärnumaa (1),Vändra (1)
Pireta,unmapped_possible_person_name,low,Pireta,Pireta,Pireta,Proper name & -ta,Pireta,1,1,1,Pärnumaa (1),Pärnu-Jaagupi (1)
Pireta,unmapped_possible_person_name,low,Pireta,Pireta,Pireta,proper name,Pireta,1,1,1,Läänemaa (1),Vigala (1)
Pireta,unmapped_possible_person_name,low,Pireta,Pireta,Pireta,proper noun,Pireta,1,1,1,Läänemaa (1),Vigala (1)
Piri,unmapped_possible_person_name,low,Piri,Piri,Piri,(proper name),Piri,1,1,1,Etelä-Karjala (1),Kivennapa (1)
Piri,unmapped_possible_person_name,low,Piri,Piri,Piri,"Proper noun (possibly < ""piru"" devil or unrelated)",Piri (name),1,1,1,Etelä-Karjala (1),Rautu (1)
Pirikivi,unmapped_possible_person_name,low,Pirikivi,Pirikivi,Pirikivi,[proper name],[Pirikivi],1,1,1,Viljandimaa (1),Pilistvere (1)
Pirillä,unmapped_possible_person_name,low,Pirillä,Pirilässä,Pirilässä,Piri (proper name) + -llä,at Piri's,1,1,1,Etelä-Karjala (1),Räisälä (1)
Pirita,unmapped_possible_person_name,low,Pirita,Pirita,Piritaan,Pirita (proper name),to Bridget,1,1,1,Häme (1),Vanaja (1)
Pirita,unmapped_possible_person_name,low,Pirita,Pirita,Piritasta,Pirita (proper name),from Bridget,1,1,1,Häme (1),Vanaja (1)
Pirjo,unmapped_possible_person_name,low,Pirjo,Piaru,Piarun,Pirjo (Finnish name) + -ru diminutive,Piaru's,1,1,1,Varsinais-Suomi (1),Nousiainen (1)
Pirjo,unmapped_possible_person_name,low,Pirjo,Piri,Piri,(proper noun),Piri,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Pirjo,unmapped_possible_person_name,low,Pirjo,Pirjee,Pirjoo,Proper name (Finnic),Pirjo's,1,1,1,Varsinais-Suomi (1),Yläne (1)
Pirjo,unmapped_possible_person_name,low,Pirjo,Pirjo,Pirjo,Pirjo (proper name),Pirjo,1,1,1,Satakunta (1),Pori mlk (1)
Pirjo,unmapped_possible_person_name,low,Pirjo,Pirjo,Pirjo,Proper name,Pirjo,1,1,1,Etelä-Karjala (1),Kivennapa (1)
Pirjo,unmapped_possible_person_name,low,Pirjo,Pirjä,Pirjä,Pirjo (Finnish name),Pirjo,1,1,1,Varsinais-Suomi (1),Vahto (1)
Pirketta,unmapped_possible_person_name,low,Pirketta,Piretta,Piretta,Pirkko (name) + -tta (diminutive),Piretta,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Pirkkalaiset,unmapped_possible_person_name,low,Pirkkalaiset,Pirkka-si,Pirkasi,Pirkka (tribe name) & suffix -si,Pirkasi,1,1,1,Varsinais-Suomi (1),Vahto (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Piri,Piri,Pirkko (name),Piri,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirkka,Pirkka,Pirkko (proper name),Pirkka,1,1,1,Etelä-Karjala (1),Jääski (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirkko,Pirkko,(proper name),Pirkko,1,1,1,Varsinais-Suomi (1),Uusikaupunki (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirkko,Pirkko,(proper noun),Pirkko,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirkko,Pirkko,Pirkko (proper noun),Pirkko,1,1,1,Keski-Suomi (1),Saarijärvi (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirkko,Pirkon,(name),Pirkko's,1,1,1,Pohjois-Savo (1),Pielavesi (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirko,Pirkko,Pirkko (proper noun),Pirkko,1,1,1,Varsinais-Suomi (1),Uusikaupunki (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,Pirko,Pirko,Pirkko (proper noun),Pirko,1,1,1,Häme (1),Sysmä (1)
Pirkko,unmapped_possible_person_name,low,Pirkko,pirkkus,Pirkon,Pirkko (female name),Pirkko's,1,1,1,Varsinais-Suomi (1),Masku (1)
Pirko,unmapped_possible_person_name,low,Pirko,Pirko,Pirko,Pirko (proper name),Pirko,1,1,1,Pohjois-Pohjanmaa (1),Oulu (1)
Pirko,unmapped_possible_person_name,low,Pirko,Pirko,Pirko,Proper name or piru,Pirko,1,1,1,Pohjois-Pohjanmaa (1),Pyhäjärvi Ol. (1)
Pirko,unmapped_possible_person_name,low,Pirko,Pirko,Pirkon,*Pirkko (Finnic name variant),Pirkko's,1,1,1,Kainuu (1),Pudasjärvi (1)
Pirma,unmapped_possible_person_name,low,Pirma,Pirma,Pirma,Proper noun,Pirma's,1,1,1,Järvamaa (1),Koeru (1)
Pirmastu,unmapped_possible_person_name,low,Pirmastu,Pirmastu,Pirmastunna,Proper name,to Pirmastu,1,1,1,Pärnumaa (1),Halliste (1)
Pirotti,unmapped_possible_person_name,low,Pirotti,Pirotti,Pirotti,Proper name,Pirotti (name),1,1,1,Satakunta (1),Tottijärvi (1)
Pirpastu,unmapped_possible_person_name,low,Pirpastu,Pirpastu,Pirpastule,Proper name,to Pirpastu,1,1,1,Pärnumaa (1),Karksi (1)
Pirtuli,unmapped_possible_person_name,low,Pirtuli,Pirtuli,Pirtulin,(proper name),Pirtuli's,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Pisakopp,unmapped_possible_person_name,low,Pisakopp,Pisakopp,Pisakopp,(proper name),Pisakoppi,1,1,0,,
Pispa,unmapped_possible_person_name,low,Pispa,Pispa,Pispan,Proper name (cf. piispa 'bishop'),Pispa's,1,1,1,Häme (1),Urjala (1)
Pista,unmapped_possible_person_name,low,Pista,Pista,Pista,(name),Pista,1,1,1,Varsinais-Suomi (1),Perniö (1)
Pista,unmapped_possible_person_name,low,Pista,Pista,Pistan,(personal name),Pista's,1,1,1,Viena (1),Uhtua (1)
Pista,unmapped_possible_person_name,low,Pista,Pista,Pistää,(personal name),Pista,1,1,1,Viena (1),Uhtua (1)
Pistli,unmapped_possible_person_name,low,Pistli,Pistli,Pistli,(proper noun),Pistli,1,1,1,Harjumaa (1),Hageri (1)
Pitti,unmapped_possible_person_name,low,Pitti,Pitti,Pitti,proper name,Pitti,1,1,1,Viljandimaa (1),Tarvastu (1)
Pituvere,unmapped_possible_person_name,low,Pituvere,pituvere,Pituvere,Pitu (name) & vere (village),Pituvere,1,1,1,Virumaa (1),Viru-Jaagupi (1)
Piu,unmapped_possible_person_name,low,Piu,Piu,Piun,Proper noun/unknown root,Piu's,1,1,1,Peräpohjola (1),Sodankylä (1)
Piu,unmapped_possible_person_name,low,Piu,Piu (genitive),Piun,Proper name,Piun's,1,1,1,Peräpohjola (1),Kemi (1)
Piu,unmapped_possible_person_name,low,Piu,piu,Piun,Proper noun (hypothetical name),Piu's,1,1,1,Etelä-Pohjanmaa (1),Halsua (1)
Piu (proper noun),unmapped_possible_person_name,low,Piu (proper noun),Piu,Piun,Proper name (no clear etymology),Piun's,1,1,1,Varsinais-Suomi (1),Nousiainen (1)
Platon,unmapped_possible_person_name,low,Platon,Platon,Platon,(proper noun),Platon,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Pokki,unmapped_possible_person_name,low,Pokki,Pokki,Pokin,(proper name),Pokki's,1,1,1,Häme (1),Joutsa (1)
Poll,unmapped_possible_person_name,low,Poll,Polli,Polli,(proper name),Poll's,1,1,1,Pärnumaa (1),Halliste (1)
Polli,unmapped_possible_person_name,low,Polli,Polli,Polli,Paul (Christian name),Polli,1,1,1,Viljandimaa (1),Viljandi (1)
Polttina,unmapped_possible_person_name,low,Polttina,Polttina,Polttinan,(proper noun),Polttina's,1,1,1,Itä- ja Pohjois-Inkeri (1),Toksova (1)
Pomeli,unmapped_possible_person_name,low,Pomeli,Pomeli,Pomeliin,Proper name (possibly German Pomerania/Pommern?),to Pomeli,1,1,1,Uusimaa (1),Anjala (1)
Pommeri,unmapped_possible_person_name,low,Pommeri,Pommeri,Pommerissa,(proper noun),in Pomerania,1,1,1,Etelä-Karjala (1),Jaakkima (1)
Ponkka,unmapped_possible_person_name,low,Ponkka,Ponkka,Ponkka,"Possibly proper noun or dialectal ponkka (""stump, block"")",Ponk,1,1,1,Satakunta (1),Kiikoinen (1)
Ponnapart,unmapped_possible_person_name,low,Ponnapart,Ponnapart,Ponnapardi,Proper name,Ponnapart,1,1,1,Tartumaa (1),Puhja (1)
Pontto,unmapped_possible_person_name,low,Pontto,Pontto,Pontto,(proper noun),Pontto,1,1,1,Etelä-Karjala (1),Kivennapa (1)
Poola,unmapped_possible_person_name,low,Poola,Poola,Poola,(Proper noun),Poland's,1,1,1,Pärnumaa (1),Halliste (1)
Poola,unmapped_possible_person_name,low,Poola,Poola,Poola,(name),[proper noun],1,1,1,Länsi-Inkeri (1),Soikkola (1)
Poolik,unmapped_possible_person_name,low,Poolik,Poolik,Poolik,(proper name),Poolik,1,1,1,Tartumaa (1),Sangaste (1)
Porku,unmapped_possible_person_name,low,Porku,Porku,Porku,Porku (proper noun),Porku,1,1,1,Tartumaa (1),Torma (1)
Porkuni,unmapped_possible_person_name,low,Porkuni,Porkuni,Porkunis,Proper name,in Porkuni,1,1,1,Virumaa (1),Väike-Maarja (1)
Pornitsa,unmapped_possible_person_name,low,Pornitsa,Pornitsa,Pornitsan,Proper name (possibly Baltic-Finnic origin),Pornitsa's,1,1,1,Keski-Inkeri (1),Kupanitsa (1)
Pornitsa (proper noun),unmapped_possible_person_name,low,Pornitsa (proper noun),Pornitsa,Pornitsassa,(proper noun),in-Pornitsa,1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Poropetra,unmapped_possible_person_name,low,Poropetra,Poropetra,Poropetran,(proper noun),Poropetra,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Porri,unmapped_possible_person_name,low,Porri,Porri,Porriin,Porri (proper noun),to Porri,1,1,1,Satakunta (1),Virrat (1)
Portsu,unmapped_possible_person_name,low,Portsu,Portsu,Portsu,(proper noun),Portsu,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Portugal,unmapped_possible_person_name,low,Portugal,Portugal,Portugalist,(proper noun),from Portugal,1,1,1,Läänemaa (1),Läänemaa (1)
Potas,unmapped_possible_person_name,low,Potas,Potasse,Potas,(proper name),Potas,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Salmi (1)
Potaska,unmapped_possible_person_name,low,Potaska,Potaska,Potasen,(proper noun),Potaska's,1,1,1,Tveri (1),Maksuatiha (1)
Potjan,unmapped_possible_person_name,low,Potjan,Potjaskin,Potaskin,Potja (name),Potja's (gen),1,1,1,Tveri (1),Veśśi (1)
Potra,unmapped_possible_person_name,low,Potra,potra,potrasta,(proper noun),Potra,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Potri,unmapped_possible_person_name,low,Potri,Potri,Potrille,Potri (proper noun),to Potri,1,1,1,Etelä-Karjala (1),Metsäpirtti (1)
Pouru,unmapped_possible_person_name,low,Pouru,Pouru,Pouru,*pouru (proper noun),Pouru,1,1,1,Satakunta (1),Vesilahti (1)
Praha,unmapped_possible_person_name,low,Praha,Praahe,Prahaesta,Praha (city name),from Praha,1,1,1,Pohjois-Pohjanmaa (1),Hailuoto (1)
Prand,unmapped_possible_person_name,low,Prand,Prand,Prandi,Proper noun,Prand's,1,1,1,Järvamaa (1),Peetri (1)
Praski,unmapped_possible_person_name,low,Praski,Praski,Praskissa,"(Proper noun, possibly Russian ""Prazdnik"" via loan adaptation)",in-Praski,1,1,1,Etelä-Pohjanmaa (1),Laihia (1)
Preedi,unmapped_possible_person_name,low,Preedi,Preedi,Preedi,(proper noun),Preedi (name),1,1,1,Järvamaa (1),Järva-Jaani (1)
Preever,unmapped_possible_person_name,low,Preever,Preever,Preever,(proper noun),Preever,1,1,1,Harjumaa (1),Harju-Jaani (1)
Preever,unmapped_possible_person_name,low,Preever,Preever,Preeverile,(proper noun),to Preever,1,1,1,Harjumaa (1),Harju-Jaani (1)
Preiton,unmapped_possible_person_name,low,Preiton,Preiton,Preitonana,Proper name,Preiton-like,1,1,1,Läänemaa (1),Noarootsi (1)
Priha,unmapped_possible_person_name,low,Priha,Priha,Priha,Priha (proper noun),Priha,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Priita,unmapped_possible_person_name,low,Priita,Priita,Priita,(name),Priita,1,1,1,Peräpohjola (1),Peräpohjola (1)
Priita,unmapped_possible_person_name,low,Priita,Priita,Priita,(proper noun),[name],1,1,1,Peräpohjola (1),Sodankylä (1)
Priitannapsi,unmapped_possible_person_name,low,Priitannapsi,priitaknapsis,Priitan napsi,Priita (proper name) & napsi (snap/button),Priita's button,1,1,1,Peräpohjola (1),Alatornio (1)
Priitta,unmapped_possible_person_name,low,Priitta,Priitta,Priitta,(name),Priitta,1,1,1,Varsinais-Suomi (1),Uskela (1)
Prinkkala,unmapped_possible_person_name,low,Prinkkala,Prinkkala,Prinkkalan,(proper noun),Prinkkala's,1,1,1,Varsinais-Suomi (1),Pöytyä (1)
Prita,unmapped_possible_person_name,low,Prita,Prita,Prita,(proper noun),Prita,1,1,1,Peräpohjola (1),Kolari (1)
Proitikka,unmapped_possible_person_name,low,Proitikka,Proitikka,Proitikka,(proper name),Proitikka,1,1,1,Viena (1),Viena (1)
Prokko,unmapped_possible_person_name,low,Prokko,Proitikkai,Proitikkain,(proper name),Prokko,1,1,1,Viena (1),Viena (1)
Prokko,unmapped_possible_person_name,low,Prokko,Prokko,Prokko,(proper noun),Prokko,1,1,1,Viena (1),Vuokkiniemi (1)
Prokko,unmapped_possible_person_name,low,Prokko,Prokko,Prokkoon,(proper name),to Prokko's,1,1,1,Viena (1),Viena (1)
Prokko,unmapped_possible_person_name,low,Prokko,Prokko,Prokon,(proper name),Prokko's,1,1,1,Viena (1),Viena (1)
Prokko,unmapped_possible_person_name,low,Prokko,Prokko-la,Prokkola,(proper noun),to Prokko's place,1,1,1,Viena (1),Vuokkiniemi (1)
Prokko,unmapped_possible_person_name,low,Prokko,Prokoin,Prokon,Proper name Prokko,Prokko's,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Prokko-lle,unmapped_possible_person_name,low,Prokko-lle,Prokko-lah,Prokkolle,Prokko (proper noun) + -lle (allative),to Prokko,1,1,1,Tveri (1),Tolmačču (1)
Prokkola,unmapped_possible_person_name,low,Prokkola,Prokkolah,Prokkolaan,Proper name Prokko & -la (place suffix),to Prokkola,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Prokku,unmapped_possible_person_name,low,Prokku,Prokku,Prokun,(proper name),Prokku,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Prokon,unmapped_possible_person_name,low,Prokon,Prokko-n,Prokon,(proper name),Prokko's,1,1,1,Viena (1),Viena (1)
Prokon,unmapped_possible_person_name,low,Prokon,Prokko-n,Prokon,(proper noun),Prokko's,1,1,1,Viena (1),Vuokkiniemi (1)
Prokun,unmapped_possible_person_name,low,Prokun,Prokun,Prokun,(proper name),Prokku's,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Prooss,unmapped_possible_person_name,low,Prooss,proosu,proosu,Proper name,Prooss's,1,1,1,Läänemaa (1),Käina (1)
Proper name,unmapped_possible_person_name,low,,Tampriisa,Tampriisa,Proper name,Tampriisa,1,1,1,Pohjois-Pohjanmaa (1),Oulu (1)
Proper name,unmapped_possible_person_name,low,,Tsikko,Tsikkonen,Proper name,Tsikko (name),1,1,1,Viena (1),Uhtua (1)
Proper name?,unmapped_possible_person_name,low,,Annikka,Annikka,Proper name?,Annikka,1,1,1,Keski-Suomi (1),Kivijärvi (1)
Proper noun,unmapped_possible_person_name,low,,Maie,Maie,Proper noun,Maie (name),1,1,1,Viljandimaa (1),Pilistvere (1)
Proper noun (mythological?),unmapped_possible_person_name,low,,Minervyein,Minervyein,Proper noun (mythological?),[name],1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Proper noun (place?),unmapped_possible_person_name,low,,Kaarastaa,Kaarastassa,Proper noun (place?),in Kaarasta,1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Protko,unmapped_possible_person_name,low,Protko,Protko,Protko,(proper name),Protko,1,1,1,Viena (1),Uhtua (1)
Prunkkala,unmapped_possible_person_name,low,Prunkkala,Prunkkala,Prunkkalan,Proper name (Swedish/Germanic origin?),Prunkkala's,1,1,1,Varsinais-Suomi (1),Nousiainen (1)
Prunnila,unmapped_possible_person_name,low,Prunnila,Prunnila,Prunnilan,(proper noun),of Prunnila,1,1,1,Satakunta (1),Ulvila (1)
Puakki-kin,unmapped_possible_person_name,low,Puakki-kin,Puakki-kin,Puakin,Puakki (name) & -kin (clitic),of Puakki (even),1,1,1,Pohjois-Karjala (1),Pälkjärvi (1)
Puava,unmapped_possible_person_name,low,Puava,Puava,Puavalla,puu (tree) + valo (light?) or proper name,at Puava,1,1,1,Keski-Suomi (1),Keitele (1)
Puaval,unmapped_possible_person_name,low,Puaval,Puaval,Puaval,(proper noun),Bogatyr,1,1,1,Etelä-Savo (1),Mikkeli mlk (1)
Puavali,unmapped_possible_person_name,low,Puavali,Puavali,Puavalia,(proper noun),Puavali,1,1,1,Pohjois-Karjala (1),Kontiolahti (1)
Puavali,unmapped_possible_person_name,low,Puavali,Puavali,Puavalina,(proper noun),as Puavali,1,1,1,Pohjois-Karjala (1),Tohmajärvi (1)
Puavalina,unmapped_possible_person_name,low,Puavalina,Puavalina,Puavalina,Puavalina (proper noun),Puavalina,1,1,1,Etelä-Savo (1),Kangasniemi (1)
Puavil,unmapped_possible_person_name,low,Puavil,Puavil,Puavil,(proper name),Puavil,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Korpiselkä (1)
Puavo,unmapped_possible_person_name,low,Puavo,Puavo,Puavo,(proper noun),Puavo,1,1,1,Pohjois-Karjala (1),Kaavi (1)
Puavola,unmapped_possible_person_name,low,Puavola,Puavola,Puavolaan,(proper noun),Puavola,1,1,1,Etelä-Karjala (1),Metsäpirtti (1)
Puhakka,unmapped_possible_person_name,low,Puhakka,Puhakka,Puhakan,(proper name),Puhakka's,1,1,1,Pohjois-Karjala (1),Ilomantsi (1)
Puiatu,unmapped_possible_person_name,low,Puiatu,Puiatu,Puiatust,(proper noun),from Puiatu,1,1,1,Virumaa (1),Narva l. (1)
Puikla,unmapped_possible_person_name,low,Puikla,Puikla,Puiklasse,(proper name),Puikla (manor),1,1,1,Pärnumaa (1),Tori (1)
Puikvere,unmapped_possible_person_name,low,Puikvere,Puikvere,Puikvere,Proper noun,Puikvere,1,1,1,Läänemaa (1),Pühalepa (1)
Puiste,unmapped_possible_person_name,low,Puiste,Puiste,Puiste,Proper name,Puiste's,1,1,1,Harjumaa (1),Harju-Madise (1)
Puivere,unmapped_possible_person_name,low,Puivere,Puivere,Puiverest,(proper noun),from Puivere,1,1,1,Järvamaa (1),Järva-Jaani (1)
Pujuri,unmapped_possible_person_name,low,Pujuri,Pujuri,Pujurin,(proper noun),Pujuri's,1,1,1,Pohjois-Karjala (1),Kitee (1)
Pukkela,unmapped_possible_person_name,low,Pukkela,Pukkela,Pukkelaan,Pukkela (proper noun),to Pukkela,1,1,1,Häme (1),Loppi (1)
Pukkela,unmapped_possible_person_name,low,Pukkela,Pukkelas,Pukkelas,Pukkela (proper noun),Pukkela,1,1,1,Häme (1),Loppi (1)
Pukki-Pirkko,unmapped_possible_person_name,low,Pukki-Pirkko,Pukki-Pirkko,Pukki-Pirkko,Pukki & Pirkko (compound name),goat-Pirkko (name),1,1,1,Keski-Suomi (1),Saarijärvi (1)
Pulkka,unmapped_possible_person_name,low,Pulkka,Pulkka+n,Pulkan,(proper noun),Pulkka's,1,1,1,Keski-Suomi (1),Rautalampi (1)
Pulkkala,unmapped_possible_person_name,low,Pulkkala,Pulkkala,Pulkkalan,proper noun,Pulkkala's,1,1,1,Keski-Inkeri (1),Kaprio (1)
Pulkki,unmapped_possible_person_name,low,Pulkki,Pulkki,Pulkki,(proper name),Pulkki,1,1,1,Häme (1),Akaa (1)
